age,workclass,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
25,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,6911,2585,42,United-States,<=50K
23,Private,10th,8,Never-married,Handlers-cleaners,Other-relative,Other,Male,5830,1200,33,United-States,<=50K
28,Private,Masters,9,Divorced,Sales,Own-child,White,Female,5200,2337,36,United-States,<=50K
29,Private,HS-grad,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,6042,2889,35,United-States,<=50K
32,Private,11th,11,Married-civ-spouse,Craft-repair,Husband,White,Male,6719,3434,33,United-States,<=50K
34,Private,HS-grad,8,Never-married,Other-service,Unmarried,Black,Female,4896,3012,43,United-States,<=50K
52,Private,Bachelors,5,Married-civ-spouse,Prof-specialty,Husband,Black,Male,6467,1001,38,United-States,>50K
33,Self-emp-not-inc,HS-grad,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,5657,1583,49,United-States,<=50K
19,Private,Some-college,12,Never-married,Sales,Own-child,White,Male,6791,1043,50,United-States,<=50K
41,Private,10th,6,Never-married,Handlers-cleaners,Unmarried,White,Male,6134,3317,46,United-States,<=50K
18,Self-emp-inc,HS-grad,12,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,5278,3008,37,India,<=50K
40,Private,Masters,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,4059,1327,36,United-States,>50K
51,Self-emp-not-inc,Masters,11,Divorced,Prof-specialty,Unmarried,White,Male,5043,2193,50,United-States,>50K
49,Private,Some-college,12,Divorced,Adm-clerical,Not-in-family,White,Male,4099,2439,45,United-States,<=50K
20,State-gov,Some-college,8,Never-married,Other-service,Own-child,White,Female,5192,2543,43,United-States,<=50K
38,Local-gov,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,Male,4099,3350,47,United-States,>50K
57,Private,5th-6th,9,Never-married,Other-service,Not-in-family,White,Male,6363,3615,35,Cuba,<=50K
66,Private,11th,9,Married-civ-spouse,Sales,Husband,White,Male,5172,3175,36,United-States,<=50K
27,?,Bachelors,9,Married-civ-spouse,?,Husband,White,Male,5319,1192,30,United-States,<=50K
25,Private,Assoc-voc,9,Never-married,Adm-clerical,Not-in-family,White,Female,6634,1473,44,United-States,<=50K
19,?,10th,9,Never-married,?,Unmarried,White,Female,6723,1848,36,United-States,<=50K
59,Self-emp-not-inc,7th-8th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,6927,1611,39,United-States,<=50K
25,Private,Bachelors,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,5725,3755,50,United-States,<=50K
37,Private,Masters,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,4509,1738,44,El-Salvador,>50K
66,?,10th,8,Widowed,?,Other-relative,Asian-Pac-Islander,Female,6548,3473,48,China,<=50K
21,?,HS-grad,5,Never-married,?,Not-in-family,White,Female,5798,2557,41,United-States,<=50K
47,Federal-gov,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,4347,3467,41,United-States,>50K
32,State-gov,HS-grad,8,Married-civ-spouse,Protective-serv,Husband,White,Male,6169,3554,38,United-States,<=50K
28,Private,HS-grad,6,Never-married,Adm-clerical,Unmarried,White,Female,6108,1165,40,United-States,<=50K
53,Private,HS-grad,10,Divorced,Transport-moving,Not-in-family,White,Male,6806,1646,38,United-States,<=50K
19,?,HS-grad,8,Never-married,?,Not-in-family,Other,Male,5570,2513,43,United-States,<=50K
58,Private,Some-college,8,Married-civ-spouse,Sales,Wife,White,Female,6042,2132,50,United-States,<=50K
22,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,4448,2629,46,United-States,<=50K
23,Private,11th,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,6032,3448,31,United-States,<=50K
36,Private,HS-grad,8,Married-civ-spouse,Craft-repair,Husband,White,Male,5106,2395,35,United-States,<=50K
39,Private,Some-college,9,Married-civ-spouse,Other-service,Wife,White,Female,6671,3311,37,United-States,<=50K
34,Local-gov,Bachelors,12,Never-married,Prof-specialty,Not-in-family,White,Female,5059,2646,32,United-States,<=50K
41,Local-gov,Masters,9,Never-married,Prof-specialty,Not-in-family,White,Female,4847,1606,40,United-States,<=50K
34,Private,HS-grad,11,Married-civ-spouse,Other-service,Wife,White,Female,5796,3010,41,United-States,>50K
32,Self-emp-not-inc,Assoc-voc,7,Never-married,Craft-repair,Not-in-family,White,Male,5451,2024,42,United-States,<=50K
38,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,5603,3555,38,United-States,>50K
37,Private,Some-college,6,Married-civ-spouse,Craft-repair,Husband,White,Male,5688,3111,31,United-States,<=50K
21,?,Some-college,11,Never-married,?,Own-child,Black,Male,4024,2996,48,United-States,<=50K
21,Private,Some-college,5,Never-married,Prof-specialty,Own-child,White,Female,6933,2006,49,United-States,<=50K
26,Private,Some-college,6,Never-married,Adm-clerical,Not-in-family,White,Male,4870,1034,35,United-States,<=50K
18,Private,Some-college,7,Never-married,Sales,Own-child,White,Female,5768,2428,36,United-States,<=50K
27,Private,11th,10,Never-married,Exec-managerial,Unmarried,White,Female,6104,3756,43,United-States,<=50K
20,Private,Some-college,8,Never-married,Adm-clerical,Own-child,White,Female,6774,2118,42,Nicaragua,<=50K
36,Private,Assoc-voc,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,6812,2050,48,United-States,>50K
31,?,Bachelors,12,Never-married,?,Not-in-family,White,Male,6531,3495,35,United-States,<=50K
32,Private,Bachelors,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,6499,3175,35,United-States,>50K
54,Private,HS-grad,6,Married-civ-spouse,Craft-repair,Husband,White,Male,3959,1203,49,United-States,>50K
34,Local-gov,Masters,6,Widowed,Prof-specialty,Not-in-family,White,Female,5952,2279,45,United-States,<=50K
46,Private,Some-college,12,Married-civ-spouse,Sales,Husband,White,Male,5434,2709,49,United-States,>50K
33,Private,11th,8,Separated,Machine-op-inspct,Other-relative,White,Male,5116,1785,47,United-States,<=50K
42,Private,Assoc-voc,12,Never-married,Tech-support,Not-in-family,White,Male,6170,3115,45,United-States,<=50K
30,Private,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,Male,5528,3571,46,United-States,<=50K
37,Private,Some-college,5,Married-civ-spouse,Other-service,Husband,White,Male,6718,1850,44,United-States,>50K
28,Private,HS-grad,8,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4496,1182,41,United-States,<=50K
44,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Other-service,Husband,White,Male,6094,1647,44,United-States,>50K
40,Private,HS-grad,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4871,3220,30,United-States,<=50K
36,Private,Some-college,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,4656,1633,33,United-States,<=50K
21,Private,Some-college,8,Never-married,Adm-clerical,Unmarried,White,Male,6903,2832,36,United-States,<=50K
39,State-gov,Doctorate,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,6533,2878,50,United-States,>50K
24,Private,Bachelors,12,Never-married,Prof-specialty,Not-in-family,White,Male,6222,1128,35,United-States,<=50K
46,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,3963,3457,45,United-States,<=50K
47,?,Bachelors,12,Married-civ-spouse,?,Husband,White,Male,4895,3664,30,United-States,>50K
35,Private,Prof-school,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,5596,2314,39,United-States,>50K
60,Self-emp-not-inc,7th-8th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,6372,3295,39,United-States,>50K
35,Private,Bachelors,7,Married-civ-spouse,Other-service,Wife,White,Female,4527,1780,49,Poland,<=50K
33,Private,HS-grad,8,Separated,Other-service,Unmarried,White,Female,6272,3814,44,China,<=50K
21,Private,Assoc-acdm,10,Never-married,Prof-specialty,Not-in-family,White,Female,4101,2374,42,United-States,<=50K
37,Private,Bachelors,8,Married-civ-spouse,Tech-support,Husband,White,Male,4056,1180,46,United-States,>50K
48,Federal-gov,HS-grad,8,Married-civ-spouse,Adm-clerical,Husband,Black,Male,6812,3275,50,United-States,>50K
58,Private,7th-8th,5,Widowed,Farming-fishing,Other-relative,White,Female,6826,1523,36,Guatemala,<=50K
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,5655,3671,43,United-States,<=50K
22,Private,HS-grad,6,Never-married,Handlers-cleaners,Own-child,White,Male,4019,2322,30,United-States,<=50K
22,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,6782,1311,39,United-States,<=50K
28,Self-emp-not-inc,Masters,5,Married-civ-spouse,Exec-managerial,Wife,White,Female,6057,2081,30,United-States,>50K
23,Federal-gov,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,4012,1150,38,United-States,<=50K
58,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,6754,2402,42,United-States,>50K
24,?,Bachelors,10,Never-married,?,Own-child,White,Male,5239,2945,46,United-States,<=50K
38,Local-gov,Bachelors,5,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,5605,2675,34,Philippines,<=50K
49,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,6481,3170,46,Mexico,<=50K
47,Private,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,5987,1582,35,United-States,>50K
21,Private,HS-grad,10,Never-married,Prof-specialty,Unmarried,White,Female,5189,3676,45,United-States,<=50K
55,Private,HS-grad,12,Separated,Adm-clerical,Not-in-family,White,Female,6253,1262,37,United-States,<=50K
47,Private,11th,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,4949,1732,45,United-States,<=50K
19,Private,HS-grad,7,Never-married,Prof-specialty,Not-in-family,White,Female,4251,2470,50,United-States,<=50K
47,Private,HS-grad,12,Never-married,Tech-support,Other-relative,White,Male,6414,3353,48,United-States,<=50K
36,Private,11th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,6166,1852,37,United-States,<=50K
42,Private,HS-grad,8,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female,4295,2451,44,United-States,<=50K
32,Private,HS-grad,12,Married-civ-spouse,Sales,Husband,White,Male,6613,2580,43,United-States,<=50K
34,Private,10th,7,Never-married,Other-service,Unmarried,Black,Female,5753,3348,40,United-States,<=50K
33,Private,7th-8th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,5754,2182,46,United-States,<=50K
60,State-gov,Bachelors,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,4455,1042,45,United-States,>50K
53,Private,HS-grad,11,Married-civ-spouse,Transport-moving,Husband,White,Male,4622,1775,50,United-States,<=50K
24,Private,Bachelors,7,Never-married,Tech-support,Not-in-family,White,Female,5501,989,41,United-States,<=50K
23,Private,Some-college,7,Never-married,Craft-repair,Not-in-family,White,Male,4879,2342,35,United-States,<=50K
36,Local-gov,HS-grad,12,Divorced,Adm-clerical,Unmarried,White,Female,4674,1966,35,United-States,<=50K
26,Private,HS-grad,11,Never-married,Adm-clerical,Own-child,White,Female,5733,2252,37,United-States,<=50K
38,Private,HS-grad,7,Married-civ-spouse,Sales,Husband,Black,Male,6355,3244,35,United-States,>50K
22,Private,Some-college,9,Never-married,Sales,Other-relative,White,Female,5470,1207,44,United-States,<=50K
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4142,3824,48,United-States,<=50K
38,Local-gov,Some-college,5,Divorced,Exec-managerial,Unmarried,Black,Female,4535,1270,48,United-States,<=50K
19,Private,HS-grad,8,Married-civ-spouse,Other-service,Wife,Black,Female,4919,1942,36,United-States,<=50K
26,Private,HS-grad,7,Never-married,Transport-moving,Own-child,White,Male,5086,3654,32,United-States,<=50K
52,Private,Bachelors,8,Divorced,Craft-repair,Unmarried,White,Male,5828,3693,31,United-States,<=50K
45,Private,HS-grad,5,Divorced,Adm-clerical,Not-in-family,White,Female,5181,2448,36,United-States,<=50K
58,Federal-gov,Some-college,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,6653,1875,49,United-States,>50K
34,Private,Bachelors,10,Never-married,Sales,Not-in-family,White,Male,6897,3747,45,United-States,<=50K
36,Private,HS-grad,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5425,1256,32,United-States,<=50K
19,Without-pay,HS-grad,8,Never-married,Farming-fishing,Own-child,White,Male,5335,2788,37,United-States,<=50K
26,State-gov,11th,5,Divorced,Other-service,Unmarried,White,Female,4093,2987,42,United-States,<=50K
60,Private,10th,12,Married-civ-spouse,Transport-moving,Husband,White,Male,4270,981,50,United-States,<=50K
35,Self-emp-not-inc,HS-grad,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,5456,2054,40,United-States,<=50K
39,Private,10th,11,Divorced,Other-service,Not-in-family,White,Female,6354,2250,38,United-States,<=50K
27,Private,HS-grad,12,Separated,Handlers-cleaners,Unmarried,White,Female,6037,3036,46,Japan,<=50K
26,Federal-gov,Masters,12,Never-married,Prof-specialty,Not-in-family,White,Male,4806,2059,49,United-States,<=50K
17,Private,12th,8,Never-married,Other-service,Own-child,White,Male,4847,2399,35,United-States,<=50K
59,Self-emp-not-inc,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,5302,2788,36,England,>50K
53,Local-gov,HS-grad,11,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,4629,2595,35,United-States,<=50K
35,Private,11th,9,Divorced,Transport-moving,Not-in-family,White,Male,5774,1247,33,United-States,<=50K
34,Local-gov,Some-college,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,5128,3690,41,United-States,>50K
36,Private,HS-grad,12,Married-civ-spouse,Tech-support,Husband,White,Male,6646,1183,40,United-States,>50K
36,Private,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,6268,1063,37,United-States,<=50K
21,Private,HS-grad,11,Never-married,Other-service,Own-child,White,Male,5626,1492,30,United-States,<=50K
29,Private,Some-college,11,Never-married,Sales,Own-child,White,Female,6313,1254,50,United-States,<=50K
35,Private,Bachelors,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,4505,1962,43,United-States,>50K
59,Self-emp-not-inc,Bachelors,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,6880,3759,46,United-States,>50K
50,Local-gov,Masters,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,4337,3227,46,United-States,<=50K
24,Federal-gov,Bachelors,12,Never-married,Prof-specialty,Not-in-family,Other,Female,4071,1029,44,United-States,<=50K
36,Private,Bachelors,9,Divorced,Tech-support,Not-in-family,White,Female,5716,3569,30,United-States,<=50K
42,Self-emp-not-inc,Some-college,7,Married-civ-spouse,Craft-repair,Husband,White,Male,6398,2649,30,El-Salvador,<=50K
38,Private,7th-8th,11,Divorced,Sales,Unmarried,White,Female,5832,1786,49,United-States,<=50K
52,Private,HS-grad,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,5609,3053,50,United-States,<=50K
46,Private,10th,7,Divorced,Craft-repair,Not-in-family,White,Male,5684,1855,39,United-States,<=50K
23,Private,Some-college,6,Married-civ-spouse,Craft-repair,Husband,White,Male,4546,2880,48,United-States,<=50K
54,Private,5th-6th,12,Married-civ-spouse,Sales,Husband,White,Male,3986,2994,50,United-States,<=50K
27,Private,HS-grad,5,Never-married,Adm-clerical,Not-in-family,Black,Female,5508,1830,47,United-States,<=50K
42,Private,Bachelors,9,Separated,Other-service,Not-in-family,White,Female,5198,2081,39,United-States,<=50K
33,State-gov,HS-grad,12,Married-civ-spouse,Craft-repair,Husband,White,Male,4884,2308,49,United-States,<=50K
19,Private,Assoc-acdm,7,Never-married,Exec-managerial,Not-in-family,White,Female,4437,2582,40,United-States,<=50K
54,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,6031,1982,39,United-States,<=50K
19,?,Some-college,11,Never-married,?,Own-child,White,Male,5911,3339,36,United-States,<=50K
45,Private,HS-grad,8,Divorced,Adm-clerical,Not-in-family,White,Female,6745,1465,35,United-States,<=50K
36,Private,Bachelors,8,Never-married,Exec-managerial,Not-in-family,White,Male,6948,1794,35,United-States,<=50K
35,Self-emp-not-inc,Assoc-acdm,11,Married-civ-spouse,Craft-repair,Husband,White,Male,4217,1018,39,United-States,<=50K
47,Private,Some-college,12,Divorced,Adm-clerical,Not-in-family,White,Female,4683,3336,49,United-States,<=50K
33,Private,Bachelors,12,Never-married,Exec-managerial,Not-in-family,White,Male,4362,1368,35,United-States,<=50K
48,Self-emp-not-inc,Bachelors,7,Married-civ-spouse,Prof-specialty,Husband,White,Male,5831,3248,30,United-States,<=50K
42,Private,HS-grad,10,Separated,Craft-repair,Unmarried,Black,Female,5642,1251,37,United-States,<=50K
19,Private,Some-college,5,Never-married,Other-service,Own-child,White,Male,5669,3157,34,United-States,<=50K
64,Self-emp-inc,Bachelors,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,6068,1910,43,United-States,<=50K
51,Self-emp-not-inc,Bachelors,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,5027,2129,46,United-States,<=50K
20,Federal-gov,HS-grad,11,Never-married,Adm-clerical,Other-relative,White,Male,4864,2042,49,United-States,<=50K
28,Private,HS-grad,11,Never-married,Other-service,Not-in-family,White,Male,5285,2270,40,Puerto-Rico,<=50K
29,Self-emp-not-inc,Some-college,5,Never-married,Craft-repair,Not-in-family,White,Male,5064,2210,47,United-States,<=50K
51,Private,Bachelors,11,Separated,Sales,Not-in-family,White,Male,4759,2235,45,United-States,<=50K
52,Private,Some-college,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,4137,3296,44,United-States,<=50K
50,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,4651,1999,39,United-States,>50K
25,Private,Some-college,8,Divorced,Other-service,Not-in-family,White,Male,4749,1658,44,United-States,<=50K
36,Private,Assoc-acdm,9,Never-married,Adm-clerical,Unmarried,Black,Female,6304,3101,48,Jamaica,<=50K
44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,5695,1392,38,United-States,<=50K
47,Private,10th,5,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,5221,2085,42,United-States,<=50K
32,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,4432,2304,36,United-States,<=50K
37,Private,Masters,10,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,6130,1714,35,South,<=50K
34,Self-emp-not-inc,HS-grad,8,Married-civ-spouse,Sales,Husband,White,Male,5798,2066,34,United-States,<=50K
35,Self-emp-inc,Some-college,9,Married-civ-spouse,Sales,Husband,White,Male,4189,2807,50,United-States,>50K
26,Private,Some-college,5,Never-married,Prof-specialty,Own-child,White,Male,4906,2612,42,El-Salvador,<=50K
49,Self-emp-not-inc,Bachelors,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,6738,3799,36,United-States,<=50K
63,?,Bachelors,7,Married-civ-spouse,?,Husband,White,Male,5218,1828,38,United-States,>50K
46,Self-emp-not-inc,Bachelors,5,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,5999,1529,50,United-States,<=50K
31,Local-gov,Some-college,7,Never-married,Adm-clerical,Own-child,Black,Male,6186,1082,45,United-States,<=50K
22,Private,Assoc-voc,8,Never-married,Craft-repair,Not-in-family,White,Male,4980,3402,32,United-States,<=50K
20,Private,Some-college,9,Never-married,Other-service,Not-in-family,White,Female,5418,3436,46,United-States,<=50K
52,Private,Doctorate,6,Never-married,Exec-managerial,Not-in-family,White,Male,5256,2458,34,United-States,>50K
26,Private,Some-college,5,Never-married,Adm-clerical,Not-in-family,Black,Female,5396,1252,48,United-States,<=50K
34,Private,Bachelors,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,5900,1391,35,United-States,>50K
31,Private,9th,8,Never-married,Machine-op-inspct,Not-in-family,White,Male,6554,3508,40,United-States,<=50K
46,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,6336,2368,33,United-States,<=50K
22,Private,7th-8th,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4788,3584,35,Mexico,<=50K
38,Private,Assoc-voc,6,Never-married,Craft-repair,Own-child,White,Male,4337,2781,43,United-States,<=50K
35,Private,HS-grad,6,Married-civ-spouse,Sales,Husband,White,Male,5631,2084,47,Ecuador,<=50K
27,State-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,6615,1798,50,United-States,<=50K
27,Private,Assoc-acdm,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,5952,3110,47,United-States,<=50K
46,Private,Some-college,7,Divorced,Sales,Unmarried,White,Female,5510,1374,47,Cuba,<=50K
40,?,HS-grad,9,Never-married,?,Not-in-family,White,Female,3973,3036,38,United-States,<=50K
19,Private,Some-college,12,Never-married,Adm-clerical,Own-child,White,Male,4889,1581,50,Thailand,<=50K
69,?,HS-grad,8,Married-civ-spouse,?,Husband,White,Male,5032,2464,33,United-States,>50K
20,Private,Some-college,5,Never-married,Other-service,Own-child,White,Male,6633,2435,31,United-States,<=50K
34,Federal-gov,Bachelors,5,Married-civ-spouse,Protective-serv,Husband,White,Male,5438,3770,36,United-States,<=50K
49,Private,Masters,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,4050,1736,44,United-States,>50K
27,Private,Some-college,6,Married-civ-spouse,Farming-fishing,Husband,Other,Male,5181,2037,44,United-States,<=50K
59,Private,Some-college,7,Married-civ-spouse,Adm-clerical,Wife,White,Female,6466,2957,45,Cuba,>50K
21,Private,Some-college,7,Never-married,Sales,Own-child,White,Female,5790,2612,47,United-States,<=50K
51,State-gov,Assoc-voc,8,Divorced,Prof-specialty,Unmarried,White,Female,4476,2010,49,United-States,<=50K
64,?,11th,8,Never-married,?,Unmarried,White,Male,4365,3329,34,United-States,<=50K
41,State-gov,Doctorate,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,5881,2855,47,United-States,>50K
18,?,12th,9,Never-married,?,Own-child,Asian-Pac-Islander,Female,4007,2337,30,Germany,<=50K
49,Private,Masters,9,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,6594,2908,41,United-States,<=50K
51,Private,HS-grad,10,Divorced,Machine-op-inspct,Own-child,Black,Male,4152,3064,39,United-States,<=50K
20,Private,Some-college,7,Never-married,Handlers-cleaners,Own-child,White,Female,6042,2779,45,United-States,<=50K
69,Self-emp-not-inc,HS-grad,11,Married-civ-spouse,Sales,Husband,White,Male,6301,1222,46,United-States,<=50K
18,?,HS-grad,5,Never-married,?,Own-child,White,Female,5736,2643,46,United-States,<=50K
43,Private,HS-grad,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,4656,1347,42,United-States,<=50K
50,Private,HS-grad,5,Divorced,Machine-op-inspct,Unmarried,Black,Female,6475,3595,44,United-States,<=50K
32,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,4944,996,37,United-States,<=50K
27,Local-gov,HS-grad,10,Never-married,Farming-fishing,Own-child,White,Male,5798,3271,50,United-States,<=50K
38,Private,HS-grad,10,Married-civ-spouse,Other-service,Husband,White,Male,5120,3430,47,United-States,<=50K
62,Private,HS-grad,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,6396,1727,40,United-States,>50K
46,Private,HS-grad,8,Divorced,Exec-managerial,Not-in-family,White,Male,4339,3246,42,United-States,<=50K
19,Private,Some-college,6,Never-married,Tech-support,Own-child,White,Female,5024,3677,34,?,<=50K
17,?,10th,12,Never-married,?,Own-child,White,Male,5063,962,39,United-States,<=50K
21,Private,HS-grad,6,Never-married,Machine-op-inspct,Unmarried,White,Female,5513,1614,36,United-States,<=50K
36,Private,Bachelors,10,Never-married,Adm-clerical,Not-in-family,White,Female,6843,3115,46,United-States,<=50K
36,Private,12th,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,5943,1106,46,United-States,<=50K
23,Private,HS-grad,6,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,5771,2031,46,Philippines,<=50K
58,Private,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,4684,3157,32,United-States,>50K
40,Private,Bachelors,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,4794,1033,43,United-States,<=50K
66,Private,11th,10,Married-civ-spouse,Craft-repair,Husband,White,Male,6237,1443,50,United-States,<=50K
42,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,6693,1541,31,United-States,<=50K
55,Private,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,6235,1022,38,United-States,<=50K
25,Private,HS-grad,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5843,3065,32,United-States,<=50K
39,Private,Some-college,7,Never-married,Tech-support,Unmarried,Black,Female,5927,1189,34,United-States,<=50K
20,Private,HS-grad,11,Never-married,Other-service,Own-child,White,Male,4636,2935,41,United-States,<=50K
32,Private,HS-grad,10,Married-civ-spouse,Other-service,Husband,White,Male,5121,3466,38,United-States,<=50K
28,Private,Bachelors,9,Never-married,Sales,Unmarried,White,Male,4976,3396,38,United-States,<=50K
23,Federal-gov,Assoc-acdm,8,Never-married,Exec-managerial,Own-child,White,Female,5348,2251,33,Poland,<=50K
18,Private,HS-grad,12,Never-married,Other-service,Own-child,White,Male,6565,3503,38,United-States,<=50K
43,Self-emp-not-inc,HS-grad,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,4125,3594,37,United-States,>50K
29,Private,HS-grad,7,Married-civ-spouse,Craft-repair,Husband,White,Male,6588,3373,49,United-States,<=50K
32,Private,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,5783,1702,37,Dominican-Republic,<=50K
31,Local-gov,HS-grad,10,Divorced,Craft-repair,Unmarried,White,Male,5055,2421,46,United-States,<=50K
60,Private,5th-6th,11,Married-civ-spouse,Craft-repair,Husband,White,Male,5234,2678,31,Mexico,<=50K
42,Private,Some-college,11,Married-civ-spouse,Transport-moving,Husband,White,Male,4268,2903,44,United-States,<=50K
46,Private,Masters,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,5433,3110,39,United-States,>50K
38,Private,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5781,1240,45,United-States,>50K
18,Private,11th,9,Never-married,Other-service,Own-child,White,Female,4367,1861,37,United-States,<=50K
31,Private,HS-grad,11,Never-married,Sales,Own-child,White,Female,6393,1121,40,United-States,<=50K
27,Self-emp-not-inc,HS-grad,10,Never-married,Farming-fishing,Own-child,White,Male,6935,2559,46,United-States,<=50K
50,Local-gov,Bachelors,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,4781,3355,35,United-States,>50K
38,Self-emp-not-inc,7th-8th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,5746,1842,30,United-States,<=50K
36,State-gov,Masters,10,Never-married,Prof-specialty,Own-child,White,Female,4810,1544,45,United-States,<=50K
25,Private,HS-grad,8,Divorced,Other-service,Not-in-family,White,Male,6222,1098,39,Mexico,<=50K
19,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,5013,2544,30,United-States,<=50K
60,Local-gov,Some-college,7,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,4761,3092,40,Philippines,<=50K
45,Local-gov,9th,8,Never-married,Other-service,Own-child,White,Male,4162,1875,50,United-States,<=50K
38,Private,HS-grad,12,Married-civ-spouse,Craft-repair,Husband,White,Male,5172,3803,31,United-States,<=50K
22,?,Some-college,7,Never-married,?,Own-child,White,Male,5136,3349,33,United-States,<=50K
19,Private,HS-grad,8,Never-married,Exec-managerial,Not-in-family,Black,Male,6651,1850,30,United-States,<=50K
23,Private,Some-college,8,Never-married,Adm-clerical,Own-child,White,Male,5966,3468,40,United-States,<=50K
24,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,5583,2198,35,United-States,<=50K
